ID;Regiao intermediaria;Regiao imediata;Municipio;Região Urbana;Bairro
638;Campo Grande;Paranaiba-Chapadao do Sul-Cassilandia;Paranaiba;Paranaiba;Vila Salome
639;Campo Grande;Paranaiba-Chapadao do Sul-Cassilandia;Paranaiba;Paranaiba;Vila Santa Alice
640;Campo Grande;Paranaiba-Chapadao do Sul-Cassilandia;Paranaiba;Paranaiba;Vila Santo Antonio
641;Campo Grande;Paranaiba-Chapadao do Sul-Cassilandia;Paranaiba;Paranaiba;Zona Rural
642;Campo Grande;Paranaiba-Chapadao do Sul-Cassilandia;Paranaiba;Paranaiba;Zona Suburbana
643;Campo Grande;Tres Lagoas;Agua Clara;Agua Clara;Area Rural De Agua Clara
644;Campo Grande;Tres Lagoas;Agua Clara;Agua Clara;Jardim 14 Bis
645;Campo Grande;Tres Lagoas;Agua Clara;Agua Clara;Jardim Alvorada II
646;Campo Grande;Tres Lagoas;Agua Clara;Agua Clara;Jardim Das Palmeiras
647;Campo Grande;Tres Lagoas;Agua Clara;Agua Clara;Jardim Nova Agua Clara
648;Campo Grande;Tres Lagoas;Agua Clara;Agua Clara;Jardim Novo Horizonte
649;Campo Grande;Tres Lagoas;Agua Clara;Agua Clara;Jardim Paulista
650;Campo Grande;Tres Lagoas;Agua Clara;Agua Clara;Jardim Primavera
651;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;America 3
652;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Bairro Jardim America 1
653;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Centro
654;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Distrito Industrial
655;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jardim Acapulco
656;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jardim America I
657;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jardim America II
658;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jardim America III
659;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jardim Campo Grande
660;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jardim Real
661;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jardim Santa Rosa
662;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jardim Sao Francisco
663;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jardim Sao Joao
664;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jd Santa Maria
665;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jd. Santa Maria
666;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Jd. Sao Joao
667;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Modelo 1
668;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Modelo 2
669;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Novo Horizonte
670;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Nucleo Empresarial
671;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Porto Xv De Novembro
672;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Residencial Modelo
673;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Residencial Modelo I
674;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Residencial Modelo III
675;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Residencial Novo Horizonte
676;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Santa Maria
677;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Sao Francisco
678;Campo Grande;Tres Lagoas;Bataguassu;Bataguassu;Zona Rural
679;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Beleza Do Rio Verde
680;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Cedro
681;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Centro
682;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Flavio Derzi
683;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Jardim Imperial
684;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Jardim Oiti
685;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Joao De Abreu
686;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Joao Paulo Da Silva
687;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Jose Rodrigues
688;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Mao Amiga
689;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Onofre De Souza Oliveira
690;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Porto Joao Andre
691;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Sao Domingos
692;Campo Grande;Tres Lagoas;Brasilandia;Brasilandia;Zona Rural
693;Campo Grande;Tres Lagoas;Santa Rita do Pardo;Santa Rita do Pardo;Centro
694;Campo Grande;Tres Lagoas;Santa Rita do Pardo;Santa Rita do Pardo;Nova Esperanca
695;Campo Grande;Tres Lagoas;Santa Rita do Pardo;Santa Rita do Pardo;Zona Rural
696;Campo Grande;Tres Lagoas;Selviria;Selviria;Centro
697;Campo Grande;Tres Lagoas;Selviria;Selviria;Guadalupe Do Alto Parana
698;Campo Grande;Tres Lagoas;Selviria;Selviria;Guadalupe Do Alto Parana(Vestia)
699;Campo Grande;Tres Lagoas;Selviria;Selviria;Vestia
700;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Alto Da Boa Vista
701;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Area Rural De Tres Lagoas
702;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Bela Vista Da Lagoa
703;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Bosque Das Araras
704;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Carioca
705;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Centro
706;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Chacara Imperial
707;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Conjunto Habitacional Imperial
708;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Distrito Industrial II
709;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Garcias
710;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Interlagos
711;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim  Dos Ipes
712;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Aeroporto
713;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Alvorada
714;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Angelica
715;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Brasilia
716;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Cangalha
717;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Caranda
718;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Das Americas
719;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Das Oliveiras
720;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Das Paineiras
721;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Das Violetas
722;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Dos Ipes
723;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Dourados
724;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Flamboyant
725;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Maristela
726;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Nova Ipanema
727;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Novo Aeroporto
728;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Oiti
729;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Paranapunga
730;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Planalto
731;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Primavera
732;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Primaveril
733;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Progresso
734;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Jardim Rodrigues
735;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Lapa
736;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Nossa Senhora Aparecida
737;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Nossa Senhora Das Gracas
738;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Nova Europa
739;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Nova Tres Lagoas
740;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Nova Tres Lagoas II
741;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Novo Oeste
742;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Novo Oeste II
743;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Nucleo Agro-Industrial Varginha
744;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Parque Das Mangueiras
745;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Parque Residencial Jamel Ville II
746;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Parque Residencial Orestes Prata Tibery Junior
747;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Parque Residencial Quinta Da Lagoa
748;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Parque Sao Carlos
749;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Portal Das Aguas
750;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Portal Das Araras
751;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Residencial Costa Leste
752;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Residencial Montanini
753;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Santa Luzia
754;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Santa Rita
755;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Santo Andre
756;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Santos Dumont
757;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Santos Dumont II
758;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Sao Jorge
759;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Setsul
760;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Vila Dos Ferroviarios
761;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Vila Guanabara
762;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Vila Maria
763;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Vila Piloto
764;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Vila Sao Joao
765;Campo Grande;Tres Lagoas;Tres Lagoas;Tres Lagoas;Zona Rural
766;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Afonso Pain
767;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Alto Da Cidade
768;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Altos Da Cidade
769;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Bem Te Vi
770;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Centro
771;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Cohab
772;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Conjunto Vander Camp
773;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Cristo Rei
774;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Jardim Campanario
775;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Jardim Progresso
776;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Jardin Progresso
777;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Santa Maria
778;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Vila Municipal
779;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Vila Pedreira
780;Corumba;Aquidauana-Anastacio;Anastacio;Anastacio;Vila Umbelina
781;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Aldeia
782;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Aldeia Bananal
783;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Alto
784;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Bairro Alto
785;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Bairro Cidade Nova
786;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Camisao
787;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Centro
788;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Cidade Nova
789;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Distrito De Camisao
790;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Guanandy
791;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Limao Verde
792;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Nova Aquidauana
793;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Piraputanga
794;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Santa Teresinha
795;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Santa Terezinha
796;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Sao Francisco
797;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Sao Pedro
798;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Serraria
799;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Taunay
800;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Trindade
801;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Vila Bancaria
802;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Vila Cidade Nova
803;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Vila Paraiso
804;Corumba;Aquidauana-Anastacio;Aquidauana;Aquidauana;Vila Santa Terezinha
805;Corumba;Aquidauana-Anastacio;Bodoquena;Bodoquena;Centro
806;Corumba;Aquidauana-Anastacio;Bodoquena;Bodoquena;Morraria Do Sul
807;Corumba;Aquidauana-Anastacio;Bodoquena;Bodoquena;Santo Afonso
808;Corumba;Aquidauana-Anastacio;Bodoquena;Bodoquena;Sol Nascente
809;Corumba;Aquidauana-Anastacio;Bodoquena;Bodoquena;Vila Aeroporto
810;Corumba;Aquidauana-Anastacio;Bodoquena;Bodoquena;Vila Moreira
811;Corumba;Aquidauana-Anastacio;Miranda;Miranda;Aldeia Lalima
812;Corumba;Aquidauana-Anastacio;Miranda;Miranda;Aldeira Moreira
813;Corumba;Aquidauana-Anastacio;Miranda;Miranda;Ayrton De Albuquerque
814;Corumba;Aquidauana-Anastacio;Miranda;Miranda;Baiazinha
815;Corumba;Aquidauana-Anastacio;Miranda;Miranda;Centro
816;Corumba;Aquidauana-Anastacio;Miranda;Miranda;Cohab
817;Corumba;Aquidauana-Anastacio;Miranda;Miranda;Maria Do Rosario
818;Corumba;Aquidauana-Anastacio;Miranda;Miranda;Mondego
819;Corumba;Aquidauana-Anastacio;Miranda;Miranda;Nossa Senhora Aparecida
820;Corumba;Aquidauana-Anastacio;Miranda;Miranda;Santa Cruz
821;Corumba;Corumba;Corumba;Corumba;Aeroporto
822;Corumba;Corumba;Corumba;Corumba;Area Rural De Corumba
823;Corumba;Corumba;Corumba;Corumba;Centro
824;Corumba;Corumba;Corumba;Corumba;Centro America
825;Corumba;Corumba;Corumba;Corumba;Conjunto Guatos
826;Corumba;Corumba;Corumba;Corumba;Cristo Redentor
827;Corumba;Corumba;Corumba;Corumba;Dom Bosco
828;Corumba;Corumba;Corumba;Corumba;Generoso
829;Corumba;Corumba;Corumba;Corumba;Jardim Dos Estados
830;Corumba;Corumba;Corumba;Corumba;Jardim Florestal
831;Corumba;Corumba;Corumba;Corumba;Maria Leite
832;Corumba;Corumba;Corumba;Corumba;Nova Corumba
833;Corumba;Corumba;Corumba;Corumba;Padre Ernesto Sassida
834;Corumba;Corumba;Corumba;Corumba;Popular Nova
835;Corumba;Corumba;Corumba;Corumba;Popular Velha
836;Corumba;Corumba;Corumba;Corumba;Previsul
837;Corumba;Corumba;Corumba;Corumba;Universitario
838;Corumba;Corumba;Corumba;Corumba;Vila Guarani
839;Corumba;Corumba;Corumba;Corumba;Vila Mamona
840;Corumba;Corumba;Corumba;Corumba;Vila Populares
841;Corumba;Corumba;Ladario;Ladario;Alta Floresta I
842;Corumba;Corumba;Ladario;Ladario;Boa Esperanca
843;Corumba;Corumba;Ladario;Ladario;Centro
844;Corumba;Corumba;Ladario;Ladario;Cohab
845;Corumba;Corumba;Ladario;Ladario;Distrito Industrial De Ladario
846;Corumba;Corumba;Ladario;Ladario;Nova Alianca
847;Corumba;Corumba;Ladario;Ladario;Rural
848;Corumba;Corumba;Ladario;Ladario;Santo Antonio
849;Corumba;Jardim;Bela Vista;Bela Vista;Agua Doce
850;Corumba;Jardim;Bela Vista;Bela Vista;Antonio Joao
851;Corumba;Jardim;Bela Vista;Bela Vista;Centro
852;Corumba;Jardim;Bela Vista;Bela Vista;Centro II
853;Corumba;Jardim;Bela Vista;Bela Vista;Centro III
854;Corumba;Jardim;Bela Vista;Bela Vista;Centro Velho
855;Corumba;Jardim;Bela Vista;Bela Vista;Costa E Silva
856;Corumba;Jardim;Bela Vista;Bela Vista;Espirito Santo
857;Corumba;Jardim;Bela Vista;Bela Vista;Itaborai
858;Corumba;Jardim;Bela Vista;Bela Vista;Jardim Boa Vista
859;Corumba;Jardim;Bela Vista;Bela Vista;Maneco Miranda Serradinho
860;Corumba;Jardim;Bela Vista;Bela Vista;Planalto
861;Corumba;Jardim;Bela Vista;Bela Vista;Primavera 1
862;Corumba;Jardim;Bela Vista;Bela Vista;Primavera IV
863;Corumba;Jardim;Bela Vista;Bela Vista;Zona Rural
864;Corumba;Jardim;Bonito;Bonito;Aguas Do Miranda
865;Corumba;Jardim;Bonito;Bonito;Atlantico
866;Corumba;Jardim;Bonito;Bonito;Autonomista
867;Corumba;Jardim;Bonito;Bonito;Bom Viver 1
868;Corumba;Jardim;Bonito;Bonito;Centro
869;Corumba;Jardim;Bonito;Bonito;Donaria
870;Corumba;Jardim;Bonito;Bonito;Dr Pires Donaria
871;Corumba;Jardim;Bonito;Bonito;Jardim Andreia
872;Corumba;Jardim;Bonito;Bonito;Marambaia
873;Corumba;Jardim;Bonito;Bonito;Parque Das Aguas
874;Corumba;Jardim;Bonito;Bonito;Residencial Lago Azul
875;Corumba;Jardim;Bonito;Bonito;Rincao Bonito
876;Corumba;Jardim;Bonito;Bonito;Solar Dos Lagos 2
877;Corumba;Jardim;Bonito;Bonito;Taruma Hipica Park
878;Corumba;Jardim;Bonito;Bonito;Vila Donaria
879;Corumba;Jardim;Bonito;Bonito;Vila Jaragua
880;Corumba;Jardim;Bonito;Bonito;Vila Machado
881;Corumba;Jardim;Bonito;Bonito;Vila Marambaia
882;Corumba;Jardim;Bonito;Bonito;Zona Rural
883;Corumba;Jardim;Caracol;Caracol;Centro
884;Corumba;Jardim;Caracol;Caracol;Zona Rural
885;Corumba;Jardim;Guia Lopes da Laguna;Guia Lopes da Laguna;Centro
886;Corumba;Jardim;Guia Lopes da Laguna;Guia Lopes da Laguna;Industrial
887;Corumba;Jardim;Guia Lopes da Laguna;Guia Lopes da Laguna;Planalto
888;Corumba;Jardim;Guia Lopes da Laguna;Guia Lopes da Laguna;Ponte Do Ariranha
889;Corumba;Jardim;Guia Lopes da Laguna;Guia Lopes da Laguna;Sao Cristovao
890;Corumba;Jardim;Guia Lopes da Laguna;Guia Lopes da Laguna;Sao Miguel
891;Corumba;Jardim;Guia Lopes da Laguna;Guia Lopes da Laguna;Vila Industrial
892;Corumba;Jardim;Guia Lopes da Laguna;Guia Lopes da Laguna;Vila Sao Miguel
893;Corumba;Jardim;Guia Lopes da Laguna;Guia Lopes da Laguna;Zona Rural
894;Corumba;Jardim;Jardim;Jardim;Cel Camisao
895;Corumba;Jardim;Jardim;Jardim;Cel. Camisao
896;Corumba;Jardim;Jardim;Jardim;Centro
897;Corumba;Jardim;Jardim;Jardim;Jardim Aurea
898;Corumba;Jardim;Jardim;Jardim;Jardim Bela Vista
899;Corumba;Jardim;Jardim;Jardim;Jardim Sao Francisco
900;Corumba;Jardim;Jardim;Jardim;Recanto Feliz
901;Corumba;Jardim;Jardim;Jardim;Residencial Moa
902;Corumba;Jardim;Jardim;Jardim;Santa Luzia
903;Corumba;Jardim;Jardim;Jardim;Vila Angelica
904;Corumba;Jardim;Jardim;Jardim;Vila Angelica 01
905;Corumba;Jardim;Jardim;Jardim;Vila Angelica 1
906;Corumba;Jardim;Jardim;Jardim;Vila Angelica I
907;Corumba;Jardim;Jardim;Jardim;Vila Angelica II
908;Corumba;Jardim;Jardim;Jardim;Vila Camisao
909;Corumba;Jardim;Jardim;Jardim;Vila Carolina
910;Corumba;Jardim;Jardim;Jardim;Vila Major Costa
911;Corumba;Jardim;Nioaque;Nioaque;Aldeia Cabeceira
912;Corumba;Jardim;Nioaque;Nioaque;Aldeia Taboquinha
913;Corumba;Jardim;Nioaque;Nioaque;Baia
914;Corumba;Jardim;Nioaque;Nioaque;Centro
915;Corumba;Jardim;Nioaque;Nioaque;Rural
916;Corumba;Jardim;Nioaque;Nioaque;Santa Amelia
917;Corumba;Jardim;Nioaque;Nioaque;Sao Miguel
918;Corumba;Jardim;Nioaque;Nioaque;Vila Nova Esperanca
919;Corumba;Jardim;Porto Murtinho;Porto Murtinho;Area Rural De Porto Murtinho
920;Corumba;Jardim;Porto Murtinho;Porto Murtinho;Centro
921;Corumba;Jardim;Porto Murtinho;Porto Murtinho;Dom Pepe I
922;Corumba;Jardim;Porto Murtinho;Porto Murtinho;Dom Pepe II
923;Corumba;Jardim;Porto Murtinho;Porto Murtinho;Jardim Aeroporto
924;Corumba;Jardim;Porto Murtinho;Porto Murtinho;Jockey Club II
925;Corumba;Jardim;Porto Murtinho;Porto Murtinho;Nossa Senhora Aparecida
926;Corumba;Jardim;Porto Murtinho;Porto Murtinho;Salim Cafure
927;Corumba;Jardim;Porto Murtinho;Porto Murtinho;Salim Cafure II
928;Dourados;Amambai;Amambai;Amambai;Area Rural De Amambai
929;Dourados;Amambai;Amambai;Amambai;Centro
930;Dourados;Amambai;Amambai;Amambai;Conjunto Habitacional Caiuas
931;Dourados;Amambai;Amambai;Amambai;Conjunto Habitacional Previsul
932;Dourados;Amambai;Amambai;Amambai;Gloria
933;Dourados;Amambai;Amambai;Amambai;Jardim Ana Mansano
934;Dourados;Amambai;Amambai;Amambai;Por Do Sol I
935;Dourados;Amambai;Amambai;Amambai;Vila Alcindo Franco Machado
936;Dourados;Amambai;Amambai;Amambai;Vila Boa Sorte
937;Dourados;Amambai;Amambai;Amambai;Vila Cassiano Marcelo
938;Dourados;Amambai;Amambai;Amambai;Vila Correa
939;Dourados;Amambai;Amambai;Amambai;Vila Cristina
940;Dourados;Amambai;Amambai;Amambai;Vila Fioramonte
941;Dourados;Amambai;Amambai;Amambai;Vila Guaicurus
942;Dourados;Amambai;Amambai;Amambai;Vila Guape
943;Dourados;Amambai;Amambai;Amambai;Vila Jardim Panorama
944;Dourados;Amambai;Amambai;Amambai;Vila Joana Batista
945;Dourados;Amambai;Amambai;Amambai;Vila Jussara
946;Dourados;Amambai;Amambai;Amambai;Vila Limeira
947;Dourados;Amambai;Amambai;Amambai;Vila Martins
948;Dourados;Amambai;Amambai;Amambai;Vila Orlando Viol
949;Dourados;Amambai;Amambai;Amambai;Vila Pazeto
950;Dourados;Amambai;Amambai;Amambai;Vila Pimentel
951;Dourados;Amambai;Amambai;Amambai;Vila Sao Jorge
952;Dourados;Amambai;Amambai;Amambai;Vila Xavier
953;Dourados;Amambai;Amambai;Amambai;Zona Rural
954;Dourados;Amambai;Coronel Sapucaia;Coronel Sapucaia;Centro
955;Dourados;Amambai;Coronel Sapucaia;Coronel Sapucaia;Jardim Ipe
956;Dourados;Amambai;Coronel Sapucaia;Coronel Sapucaia;Jardim Montevideu
957;Dourados;Amambai;Coronel Sapucaia;Coronel Sapucaia;Jardim Tremembe
958;Dourados;Amambai;Coronel Sapucaia;Coronel Sapucaia;Nhu Vera
959;Dourados;Amambai;Coronel Sapucaia;Coronel Sapucaia;Vila Industrial
960;Dourados;Amambai;Coronel Sapucaia;Coronel Sapucaia;Vila Nova
961;Dourados;Amambai;Paranhos;Paranhos;Centro
962;Dourados;Amambai;Sete Quedas;Sete Quedas;Centro
963;Dourados;Amambai;Sete Quedas;Sete Quedas;Jardim Elparaiso
964;Dourados;Amambai;Sete Quedas;Sete Quedas;Vila Da Paz
965;Dourados;Amambai;Tacuru;Tacuru;Centro
966;Dourados;Amambai;Tacuru;Tacuru;Zona Rual
967;Dourados;Amambai;Tacuru;Tacuru;Zona Rural
968;Dourados;Dourados;Caarapo;Caarapo;Adonai
969;Dourados;Dourados;Caarapo;Caarapo;Aldeia
970;Dourados;Dourados;Caarapo;Caarapo;Capitao Vigario
971;Dourados;Dourados;Caarapo;Caarapo;Centro
972;Dourados;Dourados;Caarapo;Caarapo;Eco Park
973;Dourados;Dourados;Caarapo;Caarapo;Jardim Adonai
974;Dourados;Dourados;Caarapo;Caarapo;Jardim Moria
975;Dourados;Dourados;Caarapo;Caarapo;Planalto
976;Dourados;Dourados;Caarapo;Caarapo;Polo Textil
977;Dourados;Dourados;Caarapo;Caarapo;Residencial Capitao Vigario
978;Dourados;Dourados;Caarapo;Caarapo;Santa Maria
979;Dourados;Dourados;Caarapo;Caarapo;Vila Jari
980;Dourados;Dourados;Caarapo;Caarapo;Vila Planalto
981;Dourados;Dourados;Caarapo;Caarapo;Vila Valdomiro
982;Dourados;Dourados;Caarapo;Caarapo;Zona Rural
983;Dourados;Dourados;Deodapolis;Deodapolis;Centro
984;Dourados;Dourados;Deodapolis;Deodapolis;Centro (Presidente Castelo)
985;Dourados;Dourados;Deodapolis;Deodapolis;Conjunto Habitacional Joao Paulo II
986;Dourados;Dourados;Deodapolis;Deodapolis;Jardim America
987;Dourados;Dourados;Deodapolis;Deodapolis;Jardim Deodapolis
988;Dourados;Dourados;Deodapolis;Deodapolis;Jardim Europa
989;Dourados;Dourados;Deodapolis;Deodapolis;Jardim Santa Marta
990;Dourados;Dourados;Deodapolis;Deodapolis;Jardim Santo Antonio
991;Dourados;Dourados;Deodapolis;Deodapolis;Lagoa Bonita
992;Dourados;Dourados;Deodapolis;Deodapolis;Loteamento Santa Terezinha
993;Dourados;Dourados;Deodapolis;Deodapolis;Presidente Castelo
994;Dourados;Dourados;Deodapolis;Deodapolis;Vila Uniao
995;Dourados;Dourados;Douradina;Douradina;Centro
996;Dourados;Dourados;Douradina;Douradina;Vila Planalto
997;Dourados;Dourados;Dourados;Distrito;Agc - Vila Vargas
998;Dourados;Dourados;Dourados;Reserva;Aldeia Jaguapiru
999;Dourados;Dourados;Dourados;Flórida;Altos Do Indaia
1000;Dourados;Dourados;Dourados;Zona Rural;Area Rural De Dourados
1001;Dourados;Dourados;Dourados;Zona Rural;Cabeceira Alegre
